Weight_Density,Charge_Cycle,Charge_Description,Charge_ID,Contract_Start_Date,SK_Contract_Start_Date,SK_Charge,Price,SOURCE_SYSTEM,Contract_Stop_Date,Contract_Type,Charge_Waste_Code,Charge_Waste_Code_Description,Is_Contracted,Units,Is_Deleted,Deletion_Date,Charge_Frequency
NULL,W,Rent 3.0M Bin,CH208801,2020-02-11 00:00:00.0000000,20200211,530432,2.000,VRP,2022-02-11 00:00:00.0000000,S2,NULL,NULL,0,1.000,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 120LT Conf Cart,CH210345,2020-07-14 00:00:00.0000000,20200714,241001,2.700,VRP,2023-07-13 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,NULL
C60,1,Clear 4.5M Co-Mingle Bin,CH471044,2020-03-06 00:00:00.0000000,20200306,771996,63.390,VRP,2023-03-05 00:00:00.0000000,R3,NULL,NULL,1,1.000,0,NULL,11
AALBABCA2C,R,Clear 3.0M Recycle Bin,CH277121,2015-12-08 00:00:00.0000000,20151208,493887,15.330,VRP,2020-12-07 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,REQ
C60,4,Clear 3.0M Recycle Bin,CH233125,2021-05-04 00:00:00.0000000,20210504,1414897,47.610,VRP,2025-05-04 00:00:00.0000000,S4,NULL,NULL,1,1.000,0,NULL,NULL
NULL,4,Service Sanitary Bin,CH101006,2014-07-01 00:00:00.0000000,20140701,168183,5.040,VRP,2019-07-01 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,44
NULL,R,Clear 15M Bin,CH139658,2018-02-06 00:00:00.0000000,20180206,365780,358.360,VRP,2019-02-06 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C70,1,Clear 4.5M Bin,CH134314,2020-10-07 00:00:00.0000000,20201007,468513,75.630,VRP,2022-10-06 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,11
E80,1,Clear 660LT Organics,CH216514,2019-09-30 00:00:00.0000000,NULL,674337,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E50,2,Clear Customer 3.0M Recyc,CH203044,2018-11-28 00:00:00.0000000,20181128,672558,23.600,VRP,2020-12-31 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-10-14 09:05:41.4960000,21
NULL,1,Clear 4.5M Recycle Bin,CH263533,2017-07-01 00:00:00.0000000,20170701,141894,63.410,VRP,2018-06-30 00:00:00.0000000,R1,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C150,R,Clear 3.0M Bin Nil Charge,CH236643,2021-08-03 00:00:00.0000000,20210803,1483594,0.000,VRP,2021-11-01 00:00:00.0000000,T,60,General Dry Waste only,0,1.000,0,NULL,REQ
NULL,2,PortableToilet ServNilChg,CH210237,2020-07-30 00:00:00.0000000,NULL,345377,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C100,1,Clear 3.0M Bin Nil Charge,CH129156,2020-01-01 00:00:00.0000000,20200101,61548,0.000,VRP,2022-12-31 00:00:00.0000000,D,60,General Dry Waste only,1,17.000,0,NULL,11
DDXBABBA8C,1,Clear 6.0M Recycle Bin,CH73702,2021-08-01 00:00:00.0000000,20210801,420456,14.400,VRP,2022-07-31 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Clear 30M Recycle Bin,CH231682,2020-11-01 00:00:00.0000000,20201101,701128,144.320,VRP,2021-10-31 00:00:00.0000000,R1,10,Cardboard Recycle,0,1.000,0,NULL,REQ
NULL,W,Rent 240LT Conf Cart,CH89161,2019-12-10 00:00:00.0000000,20191210,731457,1.000,VRP,2022-12-10 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,NULL
C60,R,Clear 4.5M Recycle Bin,CH67687,2021-03-16 00:00:00.0000000,20210316,897433,41.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 240LT Conf Cart,CH180004,2020-11-17 00:00:00.0000000,20201117,373421,2.200,VRP,2023-11-17 00:00:00.0000000,RN,NULL,NULL,0,4.000,0,NULL,NULL
NULL,M,Rent Monthly 660LT Cart,CH54182,2018-04-26 00:00:00.0000000,20180426,577933,4.830,VRP,2021-04-26 00:00:00.0000000,SN,NULL,NULL,0,3.000,1,2021-08-31 07:48:37.9030000,NULL
NULL,2,Clear 15M Recyc Nil Chg,CH18630,2006-11-28 00:00:00.0000000,20061128,470744,0.000,VRP,2009-11-27 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,21
C20,1,Clear 240LT Co-Mingle Car,CH271654,2018-12-11 00:00:00.0000000,20181211,711519,13.110,VRP,2020-12-11 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,11
DCXAAQDAAA,16,Grease Trap Service P/LTR,CH514005,2019-07-01 00:00:00.0000000,20190701,590081,0.170,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,2211.000,0,NULL,GF
C35,R,Clear 1100LT Recycle Cart,CH525475,2021-02-15 00:00:00.0000000,20210215,882736,11.360,VRP,2024-02-14 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,REQ
NULL,W,Rent 6.0M Bin (LO),CH224213,2021-11-02 00:00:00.0000000,20211102,1535605,5.000,VRP,2022-11-02 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,NULL
c80,1,Clear 3.0M Bin Nil Charge,CH126763,2019-10-06 00:00:00.0000000,20191006,764729,0.000,VRP,2026-10-05 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,11
NULL,1,Clr 3.0M Org Bin Nil Chg,CH211444,2020-02-01 00:00:00.0000000,NULL,259069,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 240LT Conf Nil Chg,CH475045,2018-04-28 00:00:00.0000000,20180428,797225,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 3.0M Bin,CH36983,2019-03-26 00:00:00.0000000,20190326,807282,3.000,VRP,2022-03-26 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear Customer 1100LT Rec,CH160764,2019-07-01 00:00:00.0000000,NULL,271087,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E267,R,Clear 3.0M Bin,CH114682,2011-02-24 00:00:00.0000000,20110224,731658,225.350,VRP,2013-02-25 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Clear Customer 19M Packer,CH196604,2015-05-14 00:00:00.0000000,20150514,475057,296.180,VRP,2016-05-14 00:00:00.0000000,S1,NULL,NULL,0,1.000,0,NULL,REQ
E40,R,Clear 3.0M Recycle Bin,CH187530,2018-02-01 00:00:00.0000000,20180201,587510,45.200,VRP,2020-02-01 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,REQ
E181,2,Clear 1.5M Bin,CH99093,2015-06-04 00:00:00.0000000,20150604,476744,82.820,VRP,2017-06-03 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,22
NULL,W,Rent 3.0M Bin,CH6330,2001-03-29 00:00:00.0000000,20010329,689921,15.500,VRP,2019-01-01 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Tip P/Tonne 15M Bin (HL),CH317898,2021-06-11 00:00:00.0000000,20210611,1436857,268.000,VRP,2022-06-11 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C80,R,Clear 3.0M Bin,CH503817,2020-12-18 00:00:00.0000000,20201218,652527,176.320,VRP,2023-12-17 00:00:00.0000000,R3,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Clear 30M Bin Nil Charge,CH155273,2020-01-01 00:00:00.0000000,20200101,236239,0.000,VRP,2022-12-31 00:00:00.0000000,T,60,General Dry Waste only,0,1.000,0,NULL,REQ
NULL,1,Clear Clinical Waste P/KG,CH458466,2021-05-02 00:00:00.0000000,20210502,682725,2.030,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,1,1.000,0,NULL,11
NULL,Y00,12 Mth Rent 240LT Co-Ming,CH262203,2019-12-01 00:00:00.0000000,20191201,323450,0.000,VRP,2022-11-30 00:00:00.0000000,D,NULL,NULL,0,2.000,0,NULL,NULL
AA7BAEBA2F,1,Clear 3.0M Bin,CH195472,2020-03-01 00:00:00.0000000,20200301,227175,49.180,VRP,2022-03-01 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,M,Mth Charge Man SaniPod,CH110163,2009-06-30 00:00:00.0000000,20090630,475857,26.890,VRP,2011-06-30 00:00:00.0000000,S2,NULL,NULL,0,7.000,0,NULL,NULL
NULL,R,Clear 240LT Clinical Bin,CH272287,2019-12-01 00:00:00.0000000,20191201,101010,68.500,VRP,2022-11-30 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,REQ
E25,1,Clear 140LT Recyc Nil Chg,CH180468,2017-06-30 00:00:00.0000000,20170630,583916,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,3.000,0,NULL,11
NULL,R,Tip P/Tonne 15M Bin,CH139659,2018-02-06 00:00:00.0000000,20180206,436248,284.370,VRP,2019-02-06 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
c100,4,Clear 1.5M Bin,CH208051,2020-01-14 00:00:00.0000000,20200114,774939,86.750,VRP,2023-01-14 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,41
NULL,R,Clear 12M Bin,CH216780,2020-09-23 00:00:00.0000000,20200923,823723,738.000,VRP,2021-06-30 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 6.0M Skip Bin,CH205972,2020-07-07 00:00:00.0000000,NULL,259043,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C250,1,Clear Cardboard Bale Nil,CH106113,2020-01-01 00:00:00.0000000,20200101,529660,0.000,VRP,2022-12-31 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
U180,R,Clear 1.5M Bin,CH109477,2018-05-28 00:00:00.0000000,20180528,727576,49.500,VRP,2020-05-27 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,REQ
c50,R,Clear 3.0M Recycle Bin,CH115797,2018-08-02 00:00:00.0000000,20180802,768259,51.780,VRP,2021-08-01 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,REQ
C100,1,Clear 1.5M Bin,CH5918,2005-01-03 00:00:00.0000000,20050103,515146,29.240,VRP,2008-12-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
NULL,R,Tip P/Tonne 6.0M Bin (HL),CH63736,2020-08-01 00:00:00.0000000,20200801,681476,206.700,VRP,2022-08-01 00:00:00.0000000,R2,60,General Dry Waste only,1,1.000,0,NULL,NULL
C60,R,Clear 240LT Co-Mingle Nil,CH129049,2020-01-01 00:00:00.0000000,20200101,36550,0.000,VRP,2022-12-31 00:00:00.0000000,D,30,Comingle Recycle,1,6.000,0,NULL,REQ
E40,4,Clear 3.0M Recycle Bin,CH259354,2015-11-24 00:00:00.0000000,20151124,26132,16.690,VRP,2018-11-24 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,43
NULL,R,Tip P/Tonne 6.0M Bin (LO),CH137480,2021-06-24 00:00:00.0000000,20210624,1446427,195.000,VRP,2021-07-23 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,1,Septic Service P/Hour,CH212269,2019-11-18 00:00:00.0000000,20191118,556998,255.890,VRP,2020-11-17 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,11
E80,1,Clear 1.0M Bin,CH137373,2019-10-01 00:00:00.0000000,20191001,1443134,46.250,VRP,2020-09-30 00:00:00.0000000,X,NULL,NULL,0,10.000,0,NULL,11
C50,1,Clear 1100LT Co-Mingle Ca,CH204661,2019-01-09 00:00:00.0000000,20190109,679737,35.800,VRP,2020-01-09 00:00:00.0000000,SN,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 660LT Cart,CH249704,2021-08-06 00:00:00.0000000,20210806,1488237,2.000,VRP,2022-08-06 00:00:00.0000000,N,NULL,NULL,0,1.000,1,2021-08-31 07:48:37.9030000,NULL
C60,1,Clear 6.0M Recycle Bin,CH82855,2017-01-23 00:00:00.0000000,20170123,587646,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Waste Oil Service P/LTR,CH531357,2021-05-27 00:00:00.0000000,20210527,1425999,0.280,VRP,2022-05-26 00:00:00.0000000,S1,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Clear 23M Skip Bin,CH245339,2018-11-01 00:00:00.0000000,20181101,316570,240.960,VRP,2021-11-01 00:00:00.0000000,S3,NULL,NULL,1,1.000,1,2021-10-04 19:10:34.2550000,NULL
NULL,R,Truck Hire P/Hour,CH531358,2021-05-27 00:00:00.0000000,20210527,1426049,215.000,VRP,2022-05-26 00:00:00.0000000,S1,NULL,NULL,0,1.000,0,NULL,REQ
C100,1,Clear 1100LT Cart,CH286658,2019-11-01 00:00:00.0000000,20191101,526057,57.510,VRP,2022-11-01 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,11
NULL,R,TripleIntercept Serv P/Hr,CH184911,2017-11-08 00:00:00.0000000,20171108,623107,370.430,VRP,2018-11-08 00:00:00.0000000,T,NULL,NULL,0,2.000,0,NULL,REQ
C100,1,Clear 240LT Cart,CH250289,2020-12-10 00:00:00.0000000,20201210,542038,17.610,VRP,2023-12-10 00:00:00.0000000,R3,NULL,NULL,1,2.000,0,NULL,11
NULL,Y00,12 Mth Rent 1100LT Cart,CH117735,2020-05-01 00:00:00.0000000,20200501,675847,0.000,VRP,2022-05-01 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,NULL
C80,1,Clear 1100LT Cart,CH248172,2021-07-05 00:00:00.0000000,20210705,1462734,48.000,VRP,2024-07-05 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,11
NULL,R,Tip P/Tonne 9.0M Skip Bin,CH245576,2021-05-11 00:00:00.0000000,20210511,1413883,0.000,VRP,2021-08-11 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E60,1,Clear 1100LT Co-Mingle Ca,CH73563,2015-10-01 00:00:00.0000000,20151001,791086,43.370,VRP,2018-09-30 00:00:00.0000000,R3,NULL,NULL,0,2.000,0,NULL,11
E40,R,Clear 3.0M Recycle Bin,CH189156,2021-02-10 00:00:00.0000000,20210210,789405,67.300,VRP,2024-02-10 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,REQ
NULL,W,Rent 240LT Cart,CH212474,2019-11-04 00:00:00.0000000,20191104,680007,2.500,VRP,2022-11-03 00:00:00.0000000,T,NULL,NULL,0,3.000,0,NULL,NULL
c50,1,Clear 660LT Recycle Cart,CH196273,2020-03-01 00:00:00.0000000,20200301,175119,9.640,VRP,2022-02-28 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Clear 12M Bin (HL),CH137379,2019-10-01 00:00:00.0000000,20191001,1443090,183.520,VRP,2020-09-30 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,REQ
C90,1,Clear 1100LT Cart,CH292247,2021-08-12 00:00:00.0000000,20210812,1490402,46.000,VRP,2024-08-12 00:00:00.0000000,SN,60,General Dry Waste only,1,1.000,0,NULL,11
C130,R,Clear 1.5M Bin,CH8534,2021-10-22 00:00:00.0000000,20211022,754494,56.000,VRP,2023-10-22 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Clear 15M Bin,CH280986,2014-12-01 00:00:00.0000000,20141201,881559,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,1,Tip P/Tonne 31M Bin,CH257826,2019-08-09 00:00:00.0000000,20190809,232544,140.900,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C80,1,Clear 3.0M Bin,CH16179,2020-07-06 00:00:00.0000000,20200706,436273,66.620,VRP,2021-07-05 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,11
NULL,R,Clear 4.0M Bin (LO),CH215953,2021-01-29 00:00:00.0000000,20210129,878373,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E60,1,Clear 120LT Co-Mingle Car,CH239821,2016-12-08 00:00:00.0000000,20161208,475948,8.000,VRP,2019-12-08 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
NULL,1,Serv Manual Femcare Unit,CH458294,2021-05-02 00:00:00.0000000,20210502,456006,7.000,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,1,172.000,0,NULL,11
C60,4,Clear 1100LT Cart,CH195167,2018-11-08 00:00:00.0000000,20181108,697855,50.040,VRP,2019-11-07 00:00:00.0000000,S1,NULL,NULL,0,1.000,0,NULL,41
c160,1,Clear 3.0M Bin,CH118546,2019-05-01 00:00:00.0000000,20190501,349709,104.030,VRP,2022-04-30 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,11
C100,1,Clear 1.5M Bin,CH49760,2019-05-10 00:00:00.0000000,20190510,735029,54.700,VRP,2022-05-10 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,11
C100,R,Clear 1.5M Bin,CH115332,2019-05-24 00:00:00.0000000,20190524,684836,73.200,VRP,2021-05-24 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,REQ
SIMSV00066,R,Tip P/Tonne 12M Skip Bin,CH265993,2020-03-13 00:00:00.0000000,NULL,302995,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 1.5M Bin,CH115333,2019-05-24 00:00:00.0000000,20190524,526145,2.100,VRP,2021-05-24 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,NULL
E65,4,Clear 1.5M Recycle Bin,CH101764,2017-01-13 00:00:00.0000000,20170113,565348,11.400,VRP,2018-12-06 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,43
E295,R,Clear Customer 4.5M Bin,CH15517,2019-05-23 00:00:00.0000000,20190523,594606,463.680,VRP,2021-05-23 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Rebate for Cardboard,CH186272,2020-01-01 00:00:00.0000000,20200101,676391,0.000,VRP,2022-12-31 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,REQ
NULL,Q03,3 Mth Charge 240LT Cart,CH216238,2021-07-01 00:00:00.0000000,20210701,484120,164.680,VRP,2022-06-30 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,NULL
E25,1,Clear 240LT Rec Nil Chg,CH180471,2017-06-30 00:00:00.0000000,20170630,558906,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,11
NULL,W,Rent 23M Skip Bin,CH261277,2019-11-08 00:00:00.0000000,NULL,89717,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C65,1,Clear 240LT Co-Mingle Car,CH196203,2021-01-01 00:00:00.0000000,20210101,343812,6.600,VRP,2022-12-31 00:00:00.0000000,D,30,Comingle Recycle,1,18.000,0,NULL,11
C45,1,Clear 3.0M Recycle Bin,CH235621,2017-12-14 00:00:00.0000000,20171214,439442,22.000,VRP,2020-12-14 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,11
NULL,W,Rent 1.5M Recycle Bin,CH68310,2018-10-08 00:00:00.0000000,20181008,681727,4.300,VRP,2021-10-07 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,NULL
DACAAPDAAA,R,Tip P/LTR Waste,CH187549,2019-05-15 00:00:00.0000000,20190515,588998,0.349,VRP,2022-05-14 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
C100,R,Clear 1.5M Bin,CH250057,2021-08-20 00:00:00.0000000,20210820,1492633,66.300,VRP,2024-08-20 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,REQ
NULL,4,Clear 3.0M Bin,CH214659,2020-07-01 00:00:00.0000000,20200701,731910,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E253,8,Clear 1.5M Bin,CH132935,2012-09-01 00:00:00.0000000,20120901,480223,89.520,VRP,2013-09-01 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,86
NULL,2,Clear 1100LT Co-Mingle Ca,CH263535,2017-07-01 00:00:00.0000000,20170701,278079,46.240,VRP,2018-06-30 00:00:00.0000000,R1,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Transportation P/Hour,CH218888,2021-02-10 00:00:00.0000000,20210210,883603,180.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C60,2,Clear 4.5M Recycle Bin,CH298005,2021-07-22 00:00:00.0000000,20210722,772292,30.540,VRP,2022-07-22 00:00:00.0000000,R1,NULL,NULL,1,1.000,0,NULL,21
NULL,W,Rent 1.5M Bin,CH203659,2015-09-15 00:00:00.0000000,20150915,282479,4.500,VRP,2016-09-15 00:00:00.0000000,S1,NULL,NULL,0,1.000,0,NULL,NULL
NULL,M,Mth Charge Cart,CH219732,2021-05-18 00:00:00.0000000,20210518,1429165,243.290,VRP,2024-05-18 00:00:00.0000000,D,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
DCXAAQDAAA,12,Grease Trap Service P/LTR,CH514021,2019-07-01 00:00:00.0000000,20190701,777446,0.170,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,2000.000,0,NULL,C8
NULL,1,Clear Clinical Waste P/KG,CH458469,2021-05-02 00:00:00.0000000,20210502,609505,1.300,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,1,1.000,0,NULL,11
NULL,1,Clear 240LT Clinic Nil Fe,CH226943,2021-01-13 00:00:00.0000000,20210113,871332,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,1,Clear 120LT Conf Cart,CH458297,2018-04-28 00:00:00.0000000,20180428,495451,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 3.0M Bin,CH80117,2016-06-07 00:00:00.0000000,20160607,489495,4.100,VRP,2017-06-07 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
DCXBAEBA2N,R,Clear 3.0M Bin,CH534400,2019-07-01 00:00:00.0000000,20190701,1470846,57.750,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Clear 240LT Conf Cart,CH239823,2016-12-08 00:00:00.0000000,20161208,725700,20.910,VRP,2019-12-08 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,REQ
U115,1,Clear 1.5M Bin,CH187814,2019-11-01 00:00:00.0000000,20191101,440907,53.380,VRP,2021-09-11 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,11
c50,1,Clear 1.1M Recycle Bin,CH137548,2021-06-25 00:00:00.0000000,20210625,1447063,17.870,VRP,2023-02-01 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,11
E25,1,Clear 240LT Rec Nil Chg,CH180461,2017-06-30 00:00:00.0000000,20170630,607015,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,4.000,0,NULL,11
C50,2,Clear 1100LT Co-Mingle Ca,CH129045,2020-08-21 00:00:00.0000000,20200821,667078,35.330,VRP,2023-08-21 00:00:00.0000000,SN,NULL,NULL,1,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,1,Clear 1.1M Bin,CH211854,2021-01-01 00:00:00.0000000,20210101,607089,20.560,VRP,2026-12-31 00:00:00.0000000,SN,60,General Dry Waste only,1,2.000,0,NULL,11
C80,2,Clear 4.5M Bin,CH274348,2020-08-01 00:00:00.0000000,20200801,711253,81.960,VRP,2022-07-31 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,22
c60,1,Clear 240LT Cart,CH259011,2020-09-01 00:00:00.0000000,20200901,486798,11.990,VRP,2023-08-31 00:00:00.0000000,R3,NULL,NULL,1,2.000,0,NULL,11
NULL,D,Rent Daily PortableToilet,CH222750,2020-11-13 00:00:00.0000000,20201113,850503,5.500,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
c50,1,Clear 3.0M Recycle Bin,CH138213,2018-11-01 00:00:00.0000000,20181101,1476808,9.360,VRP,2023-10-31 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,W,Rent 3.0M Bin,CH188005,2016-10-01 00:00:00.0000000,20161001,785372,11.300,VRP,2017-09-30 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,NULL
NULL,1,Cont Clear 1100LT Cart,CH105014,2014-08-03 00:00:00.0000000,NULL,547326,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,V,Grease Trap Service P/KLT,CH227239,2016-04-26 00:00:00.0000000,20160426,864957,0.200,VRP,2018-04-26 00:00:00.0000000,S2,NULL,NULL,0,1.000,1,2021-09-15 19:50:34.5260000,NULL
E80,4,Clear 1.5M Bin,CH174940,2019-11-01 00:00:00.0000000,20191101,88814,30.760,VRP,2020-06-01 00:00:00.0000000,X,NULL,NULL,0,1.000,1,2021-10-18 23:35:27.6270000,NULL
NULL,Y00,12 Mth Rent 3.0M Bin,CH183122,2021-08-06 00:00:00.0000000,20210806,557206,0.000,VRP,2025-08-06 00:00:00.0000000,R4,NULL,NULL,0,1.000,0,NULL,NULL
NULL,4,Grease Trap Service P/LTR,CH125415,2019-10-01 00:00:00.0000000,20191001,548850,0.186,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
c80,1,Clear 1100LT Cart,CH127097,2020-08-01 00:00:00.0000000,20200801,88720,17.930,VRP,2022-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
SJWSV00705,3,Clear 3.0M Recycle Bin,CH208437,2019-06-03 00:00:00.0000000,NULL,465906,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E80,1,Clear 240LT Cart Nil Chg,CH228268,2021-01-11 00:00:00.0000000,20210111,872924,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,3.000,0,NULL,11
DACEAEVBDK,R,Clear 9.0M Bin (LO),CH219722,2019-05-15 00:00:00.0000000,20190515,1383247,118.060,VRP,2022-05-14 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
ABKBAEBA2F,1,Clear 3.0M Bin,CH195961,2020-03-01 00:00:00.0000000,20200301,195364,49.180,VRP,2022-03-01 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
C60,1,Clear 3.0M Bin,CH262428,2019-12-01 00:00:00.0000000,20191201,223423,53.460,VRP,2022-11-30 00:00:00.0000000,D,60,General Dry Waste only,1,1.000,0,NULL,11
